ateneo_id,score,cognome_rubrica,nome_completo_rubrica,display_name_openalex,author_id_openalex,orcid
https://openalex.org/I93860229,100.00,CURZEL Serena,CURZEL Serena,Serena Curzel,https://openalex.org/A5033121816,https://orcid.org/0000-0002-8202-1627
https://openalex.org/I93860229,100.00,D'ALI Alessio Maria,D'ALI Alessio Maria,Alessio Maria Braccini,https://openalex.org/A5073890782,https://orcid.org/0000-0002-2004-4735
https://openalex.org/I93860229,100.00,D'AMIA Giovanna,D'AMIA Giovanna,Giovanna Di Rosario,https://openalex.org/A5030095143,
https://openalex.org/I93860229,100.00,D'AMICO Michele,D'AMICO Michele,Michele Del Vecchio,https://openalex.org/A5000391768,https://orcid.org/0000-0001-9060-2512
https://openalex.org/I93860229,100.00,D'AMORE Dario,D'AMORE Dario,Dario D. Monticelli,https://openalex.org/A5079884024,https://orcid.org/0000-0002-0566-2850
https://openalex.org/I93860229,100.00,D'ANDREA Cosimo,D'ANDREA Cosimo,Damiano Cosimo Iacobone,https://openalex.org/A5056698700,
https://openalex.org/I93860229,100.00,D'ANTINO Tommaso,D'ANTINO Tommaso,Tommaso Da Col,https://openalex.org/A5014376833,
https://openalex.org/I93860229,100.00,D'ANTONA Gabriele,D'ANTONA Gabriele,Gabriele Della Vecchia,https://openalex.org/A5037165061,https://orcid.org/0000-0002-4026-5981
https://openalex.org/I93860229,100.00,D'ARRIGO Paola,D'ARRIGO Paola,Paola Gallo Stampino,https://openalex.org/A5085545319,https://orcid.org/0000-0002-6603-0195
https://openalex.org/I93860229,100.00,D'ERRICO Fabrizio,D'ERRICO Fabrizio,Fabrizio R. Giorgetta,https://openalex.org/A5019691812,https://orcid.org/0000-0003-2066-3912
https://openalex.org/I93860229,100.00,D'ERRICO Gianluca,D'ERRICO Gianluca,Gianluca Lo Coco,https://openalex.org/A5021585143,https://orcid.org/0000-0001-9027-1899
https://openalex.org/I93860229,100.00,D'UVA Domenico,D'UVA Domenico,Domenico G. Sorrenti,https://openalex.org/A5085564733,https://orcid.org/0000-0002-4734-7330
https://openalex.org/I93860229,100.00,DA SILVA FERREIRA DE CARVALHO Antonio,DA SILVA FERREIRA DE CARVALHO Antonio,R. da Silva,https://openalex.org/A5087567663,https://orcid.org/0000-0003-4788-677X
https://openalex.org/I93860229,100.00,DAL CONTE Stefano,DAL CONTE Stefano,S. Di Stefano,https://openalex.org/A5059601047,https://orcid.org/0000-0002-4081-3271
https://openalex.org/I93860229,100.00,DALL'O' Giuliano,DALL'O' Giuliano,Giuliano De Rossi,https://openalex.org/A5103201782,https://orcid.org/0000-0002-8328-9457
https://openalex.org/I93860229,100.00,DALL'OSTO Gianluca,DALL'OSTO Gianluca,Gianluca De Angelis,https://openalex.org/A5079161954,https://orcid.org/0000-0002-4750-3735
https://openalex.org/I93860229,100.00,DALLA MORA Alberto,DALLA MORA Alberto,Alberto Dalla Mora,https://openalex.org/A5065233035,https://orcid.org/0000-0002-2783-6217
https://openalex.org/I93860229,100.00,DALLA VALLE Anna,DALLA VALLE Anna,Anna Dalla Valle,https://openalex.org/A5049204436,https://orcid.org/0000-0003-4734-2510
https://openalex.org/I93860229,100.00,DAMA Alessandro,DAMA Alessandro,Alessandro Dama,https://openalex.org/A5075178055,https://orcid.org/0000-0002-5886-0316
https://openalex.org/I93860229,100.00,DANIOTTI Bruno,DANIOTTI Bruno,Bruno Daniotti,https://openalex.org/A5063009701,https://orcid.org/0000-0002-2672-9700
https://openalex.org/I93860229,100.00,DAPRA' Francesca,DAPRA' Francesca,Francesca Romana Mancini,https://openalex.org/A5068098615,https://orcid.org/0000-0003-2297-3869
https://openalex.org/I93860229,100.00,DARTIZIO Simone Mattia,DARTIZIO Simone Mattia,Simone M. Dartizio,https://openalex.org/A5010409811,https://orcid.org/0000-0001-5983-5609
https://openalex.org/I93860229,100.00,DATOLA Giulia,DATOLA Giulia,Giulia Datola,https://openalex.org/A5064212444,https://orcid.org/0000-0002-5522-3573
https://openalex.org/I93860229,100.00,DE ANGELIS Enrico,DE ANGELIS Enrico,Enrico De Angelis,https://openalex.org/A5016504546,https://orcid.org/0000-0003-2354-7095
https://openalex.org/I93860229,100.00,DE ANTONELLIS Stefano,DE ANTONELLIS Stefano,Stefano De Antonellis,https://openalex.org/A5062615044,https://orcid.org/0000-0003-0197-7051
https://openalex.org/I93860229,100.00,DE CAROLIS Anna,DE CAROLIS Anna,Anna De Carolis,https://openalex.org/A5011770929,https://orcid.org/0000-0001-6548-5991
https://openalex.org/I93860229,100.00,DE FALCO Carlo,DE FALCO Carlo,Carlo de Falco,https://openalex.org/A5089552385,https://orcid.org/0000-0002-9872-1425
https://openalex.org/I93860229,100.00,DE GAETANI Carlo Iapige,DE GAETANI Carlo Iapige,Carlo Iapige De Gaetani,https://openalex.org/A5040742409,https://orcid.org/0000-0002-9214-2588
https://openalex.org/I93860229,100.00,DE GAETANO Francesco,DE GAETANO Francesco,Francesco De Gaetano,https://openalex.org/A5004848778,https://orcid.org/0000-0002-7597-020X
https://openalex.org/I93860229,100.00,DE GASPARI Alessandro,DE GASPARI Alessandro,Alessandro De Gaspari,https://openalex.org/A5089510274,https://orcid.org/0000-0003-1651-3532
https://openalex.org/I93860229,100.00,DE GUIDO Giorgia,DE GUIDO Giorgia,Giorgia De Guido,https://openalex.org/A5013663244,https://orcid.org/0000-0003-2018-4452
https://openalex.org/I93860229,100.00,DE MAGISTRIS Alessandro,DE MAGISTRIS Alessandro,Alessandro De Magistris,https://openalex.org/A5036042622,
https://openalex.org/I93860229,100.00,DE MARTINO Antonino,DE MARTINO Antonino,Antonino De Martino,https://openalex.org/A5079316121,https://orcid.org/0000-0002-8939-4389
https://openalex.org/I93860229,100.00,DE MICHELE Carlo,DE MICHELE Carlo,Carlo De Michele,https://openalex.org/A5085140557,https://orcid.org/0000-0002-7098-4725
https://openalex.org/I93860229,100.00,DE MIN Alberto,DE MIN Alberto,A. De Min,https://openalex.org/A5033426716,https://orcid.org/0000-0002-8130-9389
https://openalex.org/I93860229,100.00,DE MOMI Elena,DE MOMI Elena,Elena De Momi,https://openalex.org/A5083795699,https://orcid.org/0000-0002-8819-2734
https://openalex.org/I93860229,100.00,DE NARDO Luigi,DE NARDO Luigi,Luigi De Nardo,https://openalex.org/A5027944853,https://orcid.org/0000-0002-7492-6012
https://openalex.org/I93860229,100.00,DE PONTI Jacopo Maria,DE PONTI Jacopo Maria,Jacopo Maria De Ponti,https://openalex.org/A5044338722,https://orcid.org/0000-0002-6155-2031
https://openalex.org/I93860229,100.00,DE PONTI Nicolo',DE PONTI Nicolo',P. P. Ponti,https://openalex.org/A5040124015,
https://openalex.org/I93860229,100.00,DE ROSA Annalinda,DE ROSA Annalinda,Annalinda De Rosa,https://openalex.org/A5034223140,https://orcid.org/0000-0002-8531-592X
https://openalex.org/I93860229,100.00,DE SIMONE Davide,DE SIMONE Davide,Davide del Giudice,https://openalex.org/A5063714229,https://orcid.org/0000-0002-7211-5398
https://openalex.org/I93860229,100.00,DE SOUZA Daniel Fernando,DE SOUZA Daniel Fernando,Danilo De Donno,https://openalex.org/A5036091683,https://orcid.org/0000-0002-1253-9084
https://openalex.org/I93860229,100.00,DE STEFANI Lorenzo Paolo Carlo,DE STEFANI Lorenzo Paolo Carlo,F. De Lorenzo,https://openalex.org/A5018699829,
https://openalex.org/I93860229,100.00,DE TONI Andrea,DE TONI Andrea,Andrea De Toni,https://openalex.org/A5014914997,https://orcid.org/0000-0002-3573-7585
https://openalex.org/I93860229,100.00,DE VITTORI Andrea,DE VITTORI Andrea,Andrea De Vittori,https://openalex.org/A5035208419,https://orcid.org/0000-0002-7882-5905
https://openalex.org/I93860229,100.00,DEAMBROSIS Federico,DEAMBROSIS Federico,Federico Deambrosis,https://openalex.org/A5040507993,
https://openalex.org/I93860229,100.00,DEBATTISTI Nicola,DEBATTISTI Nicola,Nicola Debattisti,https://openalex.org/A5062545580,https://orcid.org/0000-0002-3759-7563
https://openalex.org/I93860229,100.00,DEDE' Luca,DEDE' Luca,Luca De Trizio,https://openalex.org/A5012069212,https://orcid.org/0000-0002-1514-6358
https://openalex.org/I93860229,100.00,DEL CURTO Barbara,DEL CURTO Barbara,Barbara Del Curto,https://openalex.org/A5088750572,https://orcid.org/0000-0002-0125-0226
https://openalex.org/I93860229,100.00,DEL CURTO Davide,DEL CURTO Davide,Davide Del Curto,https://openalex.org/A5074001192,https://orcid.org/0000-0001-6877-8554
https://openalex.org/I93860229,100.00,DEL GIUDICE Davide,DEL GIUDICE Davide,Dario Del Giudice,https://openalex.org/A5041673830,https://orcid.org/0000-0002-6375-8527
https://openalex.org/I93860229,100.00,DEL PERO Claudio,DEL PERO Claudio,Claudio Del Pero,https://openalex.org/A5001706064,https://orcid.org/0000-0003-4205-2805
https://openalex.org/I93860229,100.00,DEL ZOPPO Mirella Elvira Angela,DEL ZOPPO Mirella Elvira Angela,M. Del Zoppo,https://openalex.org/A5038765758,https://orcid.org/0000-0003-3639-2176
https://openalex.org/I93860229,100.00,DELFANTI Maurizio,DELFANTI Maurizio,Maurizio Delfanti,https://openalex.org/A5084270616,https://orcid.org/0000-0001-5299-5984
https://openalex.org/I93860229,100.00,DELL'AGOSTINO Laura,DELL'AGOSTINO Laura,Laura M. Sangalli,https://openalex.org/A5064013596,https://orcid.org/0000-0002-4951-9239
https://openalex.org/I93860229,100.00,DELL'ERA Claudio,DELL'ERA Claudio,Claudio Giulio Di Prisco,https://openalex.org/A5108624084,
https://openalex.org/I93860229,100.00,DELL'ORO Filippo,DELL'ORO Filippo,Filippo de Braud,https://openalex.org/A5009935310,https://orcid.org/0000-0003-0103-730X
https://openalex.org/I93860229,100.00,DELL'OVO Marta,DELL'OVO Marta,Marta Maria Sesana,https://openalex.org/A5072639463,https://orcid.org/0000-0002-5177-1863
https://openalex.org/I93860229,100.00,DELLA ROSSA Fabio,DELLA ROSSA Fabio,Fabio Della Rossa,https://openalex.org/A5078340993,https://orcid.org/0000-0002-7073-5358
https://openalex.org/I93860229,100.00,DELLA TORRE Augusto,DELLA TORRE Augusto,S. Della Torre,https://openalex.org/A5055522159,https://orcid.org/0000-0002-7669-0859
https://openalex.org/I93860229,100.00,DELLA TORRE Stefano,DELLA TORRE Stefano,S. Della Torre,https://openalex.org/A5067999367,https://orcid.org/0000-0002-7760-9530
https://openalex.org/I93860229,100.00,DELLA VALLE Emanuele,DELLA VALLE Emanuele,Emanuele Della Valle,https://openalex.org/A5015694017,https://orcid.org/0000-0002-5176-5885
https://openalex.org/I93860229,100.00,DELLA VALLE Giuseppe,DELLA VALLE Giuseppe,Giuseppe Della Valle,https://openalex.org/A5053947831,https://orcid.org/0000-0003-0117-2683
https://openalex.org/I93860229,100.00,DELLA VECCHIA Gabriele,DELLA VECCHIA Gabriele,Gabriele Della Vecchia,https://openalex.org/A5108141414,
https://openalex.org/I93860229,100.00,DELLACA' Raffaele,DELLACA' Raffaele,Raffaele L. Dellacà,https://openalex.org/A5018204777,https://orcid.org/0000-0002-3672-4591
https://openalex.org/I93860229,100.00,DEMIR Ali Gokhan,DEMIR Ali Gokhan,Ali Gökhan Demir,https://openalex.org/A5010556999,https://orcid.org/0000-0002-8000-468X
https://openalex.org/I93860229,100.00,DERCOLE Fabio,DERCOLE Fabio,Fabio Dercole,https://openalex.org/A5069148682,https://orcid.org/0000-0001-9256-0651
https://openalex.org/I93860229,100.00,DERUDI Marco,DERUDI Marco,Marco Derudi,https://openalex.org/A5082795376,https://orcid.org/0000-0002-5577-4447
https://openalex.org/I93860229,100.00,DESERTI Alessandro,DESERTI Alessandro,Alessandro Deserti,https://openalex.org/A5070880913,https://orcid.org/0000-0002-1049-7650
https://openalex.org/I93860229,100.00,DHAHRI Ameur,DHAHRI Ameur,Ameur Dhahri,https://openalex.org/A5033552413,https://orcid.org/0000-0003-0580-7025
https://openalex.org/I93860229,100.00,DI BLAS Nicoletta,DI BLAS Nicoletta,Nicoletta Di Blas,https://openalex.org/A5083744513,https://orcid.org/0000-0002-7987-2930
https://openalex.org/I93860229,100.00,DI COSMO Federico,DI COSMO Federico,Federico Di Cosmo,https://openalex.org/A5021891300,https://orcid.org/0000-0001-7107-6254
https://openalex.org/I93860229,100.00,DI CRISTO Michele,DI CRISTO Michele,Michele Di Cristo,https://openalex.org/A5080272839,https://orcid.org/0000-0002-8154-4901
https://openalex.org/I93860229,100.00,DI FRANCO Andrea,DI FRANCO Andrea,Andrea Di Francesco,https://openalex.org/A5001341888,https://orcid.org/0000-0001-6867-8203
https://openalex.org/I93860229,100.00,DI GERLANDO Antonino,DI GERLANDO Antonino,A. Di Gerlando,https://openalex.org/A5043146019,https://orcid.org/0000-0002-0650-7086
https://openalex.org/I93860229,100.00,DI GIALLEONARDO Egidio,DI GIALLEONARDO Egidio,Egidio Di Gialleonardo,https://openalex.org/A5040453086,https://orcid.org/0000-0003-1393-2942
https://openalex.org/I93860229,100.00,DI GIOVANNI Andrea,DI GIOVANNI Andrea,Andrea Di Giovanni,https://openalex.org/A5046907004,
https://openalex.org/I93860229,100.00,DI LANDRO Luca Angelo,DI LANDRO Luca Angelo,L. Di Landro,https://openalex.org/A5033245575,https://orcid.org/0000-0001-6649-2149
https://openalex.org/I93860229,100.00,DI LIZIA Pierluigi,DI LIZIA Pierluigi,Pierluigi Di Lizia,https://openalex.org/A5051869143,https://orcid.org/0000-0003-1692-3929
https://openalex.org/I93860229,100.00,DI LUZIO Giovanni,DI LUZIO Giovanni,Giovanni Di Luzio,https://openalex.org/A5033668431,https://orcid.org/0000-0003-1971-8445
https://openalex.org/I93860229,100.00,DI MAIO Francesco,DI MAIO Francesco,Francesco Di Maio,https://openalex.org/A5070579143,https://orcid.org/0000-0001-6659-0953
https://openalex.org/I93860229,100.00,DI NITTO Elisabetta,DI NITTO Elisabetta,Elisabetta Di Nitto,https://openalex.org/A5060968298,https://orcid.org/0000-0003-3422-5171
https://openalex.org/I93860229,100.00,DI PALO Nicola,DI PALO Nicola,Nicola Di Palo,https://openalex.org/A5017042329,https://orcid.org/0000-0001-8386-6990
https://openalex.org/I93860229,100.00,DI PIETRO Maria Enrica,DI PIETRO Maria Enrica,Maria Enrica Di Pietro,https://openalex.org/A5086893142,https://orcid.org/0000-0002-2370-1948
https://openalex.org/I93860229,100.00,DI PRETE Barbara,DI PRETE Barbara,Barbara Di Prete,https://openalex.org/A5007704712,https://orcid.org/0000-0001-9334-7019
https://openalex.org/I93860229,100.00,DI PRISCO Claudio Giulio Mario,DI PRISCO Claudio Giulio Mario,Claudio di Prisco,https://openalex.org/A5020906549,https://orcid.org/0000-0002-9245-6587
https://openalex.org/I93860229,100.00,DI PRISCO Marco,DI PRISCO Marco,Marco di Prisco,https://openalex.org/A5039304271,https://orcid.org/0000-0003-1779-2449
https://openalex.org/I93860229,100.00,DI RIENZO Luca,DI RIENZO Luca,Luca Di Rienzo,https://openalex.org/A5077870654,https://orcid.org/0000-0002-8718-1777
https://openalex.org/I93860229,100.00,DI SABATINO Peter Arthur,DI SABATINO Peter Arthur,M. D. Arthur,https://openalex.org/A5049597669,
https://openalex.org/I93860229,100.00,DI SIENO Laura,DI SIENO Laura,Laura Di Sieno,https://openalex.org/A5032687172,https://orcid.org/0000-0002-3028-3705
https://openalex.org/I93860229,100.00,DI VITA Stefano,DI VITA Stefano,Stefano Di Vita,https://openalex.org/A5036060059,https://orcid.org/0000-0002-9070-0347
https://openalex.org/I93860229,100.00,DIAMANTI Maria Vittoria,DIAMANTI Maria Vittoria,Maria Vittoria Diamanti,https://openalex.org/A5061690065,https://orcid.org/0000-0003-4785-2473
https://openalex.org/I93860229,100.00,DIANI Marco,DIANI Marco,Marco Diani,https://openalex.org/A5070096886,https://orcid.org/0000-0003-2020-349X
https://openalex.org/I93860229,100.00,DIAZ LEMA Melisa Lucia,DIAZ LEMA Melisa Lucia,Melisa Diaz Lema,https://openalex.org/A5019526497,https://orcid.org/0000-0003-0062-1686
https://openalex.org/I93860229,100.00,DICHIARANTE Valentina,DICHIARANTE Valentina,Valentina Dichiarante,https://openalex.org/A5041316725,https://orcid.org/0000-0002-2977-5833
https://openalex.org/I93860229,100.00,DOLARA Alberto,DOLARA Alberto,Alberto Dolara,https://openalex.org/A5061578239,https://orcid.org/0000-0003-4701-3004
https://openalex.org/I93860229,100.00,DOLCI Giovanni,DOLCI Giovanni,Giovanni Dolci,https://openalex.org/A5007094231,https://orcid.org/0000-0002-8273-3165
https://openalex.org/I93860229,100.00,DOMINONI Annalisa,DOMINONI Annalisa,Annalisa Dominoni,https://openalex.org/A5036222986,https://orcid.org/0000-0003-1667-9786
https://openalex.org/I93860229,100.00,DONAZZI Alessandro,DONAZZI Alessandro,Alessandro Donazzi,https://openalex.org/A5040086940,https://orcid.org/0000-0002-7072-8764
https://openalex.org/I93860229,100.00,DOSSENA Vincenzo,DOSSENA Vincenzo,Vincenzo Dossena,https://openalex.org/A5009524773,https://orcid.org/0000-0002-7192-0002
https://openalex.org/I93860229,100.00,DOTELLI Giovanni,DOTELLI Giovanni,Giovanni Dotelli,https://openalex.org/A5110302767,
https://openalex.org/I93860229,100.00,DOZIO Lorenzo,DOZIO Lorenzo,Lorenzo Dozio,https://openalex.org/A5063284566,https://orcid.org/0000-0001-9245-0719
https://openalex.org/I93860229,100.00,DULIO Paolo,DULIO Paolo,Paolo Dulio,https://openalex.org/A5070368839,https://orcid.org/0000-0001-9385-5582
https://openalex.org/I93860229,100.00,DULIO Roberto,DULIO Roberto,B. S. Roberto,https://openalex.org/A5047468868,
https://openalex.org/I93860229,100.00,ELIA Stefano,ELIA Stefano,Stefano Elia,https://openalex.org/A5066937016,https://orcid.org/0000-0001-7478-6657
https://openalex.org/I93860229,100.00,ELLI Tommaso,ELLI Tommaso,Tommaso Elli,https://openalex.org/A5012331417,https://orcid.org/0000-0002-9818-1991
https://openalex.org/I93860229,100.00,ENTEZAMI Alireza,ENTEZAMI Alireza,Alireza Entezami,https://openalex.org/A5059714443,https://orcid.org/0000-0002-4864-2120
https://openalex.org/I93860229,100.00,EPIFANI Ilenia,EPIFANI Ilenia,Ilenia Epifani,https://openalex.org/A5046818883,https://orcid.org/0000-0001-9005-1378
https://openalex.org/I93860229,100.00,ERBA Silvia,ERBA Silvia,Silvia Erba,https://openalex.org/A5001728221,https://orcid.org/0000-0002-1018-0274
https://openalex.org/I93860229,100.00,ESMAILI Parisa,ESMAILI Parisa,Parisa Esmaili,https://openalex.org/A5010142284,https://orcid.org/0000-0002-4101-4981
https://openalex.org/I93860229,100.00,FABRIS Luca Maria Francesco,FABRIS Luca Maria Francesco,Luca Maria Francesco Fabris,https://openalex.org/A5064550327,https://orcid.org/0000-0001-5724-432X
https://openalex.org/I93860229,100.00,FACCHINETTI Alan,FACCHINETTI Alan,Alan Facchinetti,https://openalex.org/A5077800521,https://orcid.org/0000-0001-5493-7796
https://openalex.org/I93860229,100.00,FAGNOLA Franco,FAGNOLA Franco,Franco Fagnola,https://openalex.org/A5049385620,https://orcid.org/0000-0002-1661-0992
https://openalex.org/I93860229,100.00,FAIFER Marco,FAIFER Marco,Marco Faifer,https://openalex.org/A5001972308,https://orcid.org/0000-0002-8777-5444
https://openalex.org/I93860229,100.00,FALABRETTI Davide,FALABRETTI Davide,Davide Falabretti,https://openalex.org/A5031983302,https://orcid.org/0000-0002-7468-2687
https://openalex.org/I93860229,100.00,FALCONI Marco,FALCONI Marco,Marco Falconi,https://openalex.org/A5012510832,https://orcid.org/0000-0003-4331-511X
https://openalex.org/I93860229,100.00,FALOCCHI Alessio,FALOCCHI Alessio,Alessio Falocchi,https://openalex.org/A5041800945,https://orcid.org/0000-0001-7892-7023
https://openalex.org/I93860229,100.00,FALSONE Alessandro,FALSONE Alessandro,Alessandro Falsone,https://openalex.org/A5057980054,https://orcid.org/0000-0002-2335-1490
https://openalex.org/I93860229,100.00,FAMIGLIETTI Jacopo,FAMIGLIETTI Jacopo,Jacopo Famiglietti,https://openalex.org/A5061513533,https://orcid.org/0000-0001-8060-7694
https://openalex.org/I93860229,100.00,FAMULARI Antonino,FAMULARI Antonino,Antonino Famulari,https://openalex.org/A5012343103,https://orcid.org/0000-0001-5287-1092
https://openalex.org/I93860229,100.00,FANZINI Daniele,FANZINI Daniele,Daniele Fanzini,https://openalex.org/A5069060829,https://orcid.org/0000-0002-4432-6171
https://openalex.org/I93860229,100.00,FARABBI Andrea,FARABBI Andrea,Andrea Farabbi,https://openalex.org/A5028566637,https://orcid.org/0000-0001-5582-4654
https://openalex.org/I93860229,100.00,FARAVELLI Tiziano,FARAVELLI Tiziano,Tiziano Faravelli,https://openalex.org/A5033225635,https://orcid.org/0000-0001-8382-7342
https://openalex.org/I93860229,100.00,FARE' Silvia,FARE' Silvia,Silvia Liberata Ullo,https://openalex.org/A5044114684,https://orcid.org/0000-0001-6294-0581
https://openalex.org/I93860229,100.00,FARINA Marcello,FARINA Marcello,Marcello Farina,https://openalex.org/A5033116635,https://orcid.org/0000-0003-4209-9152
https://openalex.org/I93860229,100.00,FAROLDI Emilio,FAROLDI Emilio,Emilio Faroldi,https://openalex.org/A5062690550,https://orcid.org/0000-0003-0353-7201
https://openalex.org/I93860229,100.00,FARONI Marco,FARONI Marco,Marco Faroni,https://openalex.org/A5064520615,https://orcid.org/0000-0001-9633-4301
https://openalex.org/I93860229,100.00,FARRONATO Matteo,FARRONATO Matteo,Matteo Farronato,https://openalex.org/A5024553125,https://orcid.org/0000-0003-1122-6497
https://openalex.org/I93860229,100.00,FASOLI Elisa,FASOLI Elisa,Elisa Fasoli,https://openalex.org/A5065556084,https://orcid.org/0000-0002-7370-993X
https://openalex.org/I93860229,100.00,FASSI Davide,FASSI Davide,Davide Fassi,https://openalex.org/A5010580794,https://orcid.org/0000-0002-8436-5028
https://openalex.org/I93860229,100.00,FASSI Francesco,FASSI Francesco,Francesco Fassi,https://openalex.org/A5080965843,https://orcid.org/0000-0001-6555-8310
https://openalex.org/I93860229,100.00,FAVA Giulia,FAVA Giulia,Giulia Fava,https://openalex.org/A5070372473,https://orcid.org/0000-0001-5730-437X
https://openalex.org/I93860229,100.00,FEDELE Roberto,FEDELE Roberto,Roberto Fedele,https://openalex.org/A5023407120,https://orcid.org/0000-0003-1057-9581
https://openalex.org/I93860229,100.00,FEDELI Valeria,FEDELI Valeria,Valeria Fedeli,https://openalex.org/A5038426792,https://orcid.org/0000-0002-6392-9963
https://openalex.org/I93860229,100.00,FELICE Giulia,FELICE Giulia,Giulia Felice,https://openalex.org/A5054623938,https://orcid.org/0000-0002-1410-7971
https://openalex.org/I93860229,100.00,FELICETTI Roberto,FELICETTI Roberto,Roberto Felicetti,https://openalex.org/A5023855458,https://orcid.org/0000-0001-8658-0461
https://openalex.org/I93860229,100.00,FERABOLI Maria Teresa,FERABOLI Maria Teresa,Maria Teresa Feraboli,https://openalex.org/A5055078695,https://orcid.org/0000-0003-4582-7602
https://openalex.org/I93860229,100.00,FERLA Giulio,FERLA Giulio,Giulio Ferla,https://openalex.org/A5084912513,https://orcid.org/0000-0001-6070-9933
https://openalex.org/I93860229,100.00,FERMI Davide,FERMI Davide,Davide Fermi,https://openalex.org/A5065297366,https://orcid.org/0000-0002-4651-1784
https://openalex.org/I93860229,100.00,FERRANDI Fabrizio,FERRANDI Fabrizio,Fabrizio Ferrandi,https://openalex.org/A5028565685,https://orcid.org/0000-0003-0301-4419
https://openalex.org/I93860229,100.00,FERRANDO Martina,FERRANDO Martina,Martina Ferrando,https://openalex.org/A5044829758,https://orcid.org/0000-0003-4060-256X
https://openalex.org/I93860229,100.00,FERRANTE Simona,FERRANTE Simona,Simona Ferrante,https://openalex.org/A5054957578,https://orcid.org/0000-0002-7835-1965
https://openalex.org/I93860229,100.00,FERRARA Liberato,FERRARA Liberato,Liberato Ferrara,https://openalex.org/A5031248564,https://orcid.org/0000-0002-6826-9917
https://openalex.org/I93860229,100.00,FERRARI Fabio,FERRARI Fabio,Fabio Ferrari,https://openalex.org/A5026723448,https://orcid.org/0000-0001-7537-4996
https://openalex.org/I93860229,100.00,FERRARI Giorgio,FERRARI Giorgio,Giorgio Ferrari,https://openalex.org/A5003106491,https://orcid.org/0000-0002-2854-8444
https://openalex.org/I93860229,100.00,FERRARI Massimo,FERRARI Massimo,Massimo Ferrari,https://openalex.org/A5036296536,https://orcid.org/0000-0002-0597-9022
https://openalex.org/I93860229,100.00,FERRARI Simone,FERRARI Simone,Simone Ferrari,https://openalex.org/A5064560221,https://orcid.org/0000-0001-5175-9445
https://openalex.org/I93860229,100.00,FERRARI DACREMA Maurizio,FERRARI DACREMA Maurizio,Maurizio Ferrari Dacrema,https://openalex.org/A5063163090,https://orcid.org/0000-0001-7103-2788
https://openalex.org/I93860229,100.00,FERRARINI Luca,FERRARINI Luca,Luca Ferrarini,https://openalex.org/A5073281532,https://orcid.org/0000-0001-7598-8971
https://openalex.org/I93860229,100.00,FERRARIO Manuela,FERRARIO Manuela,Manuela Ferrario,https://openalex.org/A5041008084,https://orcid.org/0000-0001-7371-3624
https://openalex.org/I93860229,100.00,FERRARIS Silvia Deborah,FERRARIS Silvia Deborah,Silvia Deborah Ferraris,https://openalex.org/A5110477843,
https://openalex.org/I93860229,100.00,FERRARO Venere,FERRARO Venere,Venere Ferraro,https://openalex.org/A5075283349,https://orcid.org/0000-0002-5114-9038
https://openalex.org/I93860229,100.00,FERRERO Alessandro,FERRERO Alessandro,Alessandro Ferrero,https://openalex.org/A5048123338,https://orcid.org/0000-0002-6760-2925
https://openalex.org/I93860229,100.00,FERRETTI Gianni,FERRETTI Gianni,Gianni Ferretti,https://openalex.org/A5004708144,https://orcid.org/0000-0001-5321-8992
https://openalex.org/I93860229,100.00,FERRIGNO Giancarlo,FERRIGNO Giancarlo,Giancarlo Ferrigno,https://openalex.org/A5045080493,https://orcid.org/0000-0001-5913-9451
https://openalex.org/I93860229,100.00,FERRISE Francesco,FERRISE Francesco,Francesco Ferrise,https://openalex.org/A5037958323,https://orcid.org/0000-0001-8951-8807
https://openalex.org/I93860229,100.00,FERRO Luisa,FERRO Luisa,Luisa Ferro,https://openalex.org/A5102883776,https://orcid.org/0000-0001-9117-1507
https://openalex.org/I93860229,100.00,FIANCHINI Maria,FIANCHINI Maria,Maria Fianchini,https://openalex.org/A5083367115,https://orcid.org/0000-0001-6758-0802
https://openalex.org/I93860229,100.00,FILIPPINI Ilario,FILIPPINI Ilario,Ilario Filippini,https://openalex.org/A5067711389,https://orcid.org/0000-0003-4309-5110
https://openalex.org/I93860229,100.00,FILIPPINI Mauro,FILIPPINI Mauro,Mauro Filippini,https://openalex.org/A5113216541,
https://openalex.org/I93860229,100.00,FINAZZI Marco,FINAZZI Marco,Marco Finazzi,https://openalex.org/A5027120189,https://orcid.org/0000-0002-9197-3654
https://openalex.org/I93860229,100.00,FIORATI Andrea,FIORATI Andrea,Andrea Fiorati,https://openalex.org/A5015693142,https://orcid.org/0000-0002-2260-0563
https://openalex.org/I93860229,100.00,FIORE Gianfranco Beniamino,FIORE Gianfranco Beniamino,Gianfranco Beniamino Fiore,https://openalex.org/A5036701219,https://orcid.org/0000-0002-8988-8311
https://openalex.org/I93860229,100.00,FIORI Matteo Paolo Giovanni,FIORI Matteo Paolo Giovanni,Matteo Paolo Giovanni Fiori,https://openalex.org/A5018939556,
https://openalex.org/I93860229,100.00,FIORILLO Fausta,FIORILLO Fausta,Fausta Fiorillo,https://openalex.org/A5058599357,https://orcid.org/0000-0001-7046-3105
https://openalex.org/I93860229,100.00,FIORIN Leandro,FIORIN Leandro,Leandro Fiorin,https://openalex.org/A5106712641,https://orcid.org/0000-0003-2630-1509
